"","Code.or.Value","Value.Description","Count","Cumulative","Skip.to.Item","Variable","Fichier","jointure","var_tab"
"2115","U","Unerupted",88,"8783",NA,"OHX23CTC","OHXDEN_I.htm","OHX23CTC_OHXDEN_U","OHX23CTC_OHXDEN"
"2116","X","Missing due to other causes but replaced by a fixed restoration",2,"8785",NA,"OHX23CTC","OHXDEN_I.htm","OHX23CTC_OHXDEN_X","OHX23CTC_OHXDEN"
"2117","Y","Tooth present, condition cannot be assessed",30,"8815",NA,"OHX23CTC","OHXDEN_I.htm","OHX23CTC_OHXDEN_Y","OHX23CTC_OHXDEN"
"2118","Z","Permanent tooth with a dental carious surface condition",43,"8858",NA,"OHX23CTC","OHXDEN_I.htm","OHX23CTC_OHXDEN_Z","OHX23CTC_OHXDEN"
"2119","< blank >","Missing",307,"9165",NA,"OHX23CTC","OHXDEN_I.htm","OHX23CTC_OHXDEN_< blank >","OHX23CTC_OHXDEN"
"2120","A","Primary tooth with a restored surface condition",1,"1",NA,"OHX24CTC","OHXDEN_I.htm","OHX24CTC_OHXDEN_A","OHX24CTC_OHXDEN"
"2121","D","Sound primary tooth",1129,"1130",NA,"OHX24CTC","OHXDEN_I.htm","OHX24CTC_OHXDEN_D","OHX24CTC_OHXDEN"
"2122","E","Missing due to dental disease",118,"1248",NA,"OHX24CTC","OHXDEN_I.htm","OHX24CTC_OHXDEN_E","OHX24CTC_OHXDEN"
"2123","F","Permanent tooth with a restored surface condition",66,"1314",NA,"OHX24CTC","OHXDEN_I.htm","OHX24CTC_OHXDEN_F","OHX24CTC_OHXDEN"
"2124","J","Permanent root tip is present but no restorative replacement is present",13,"1327",NA,"OHX24CTC","OHXDEN_I.htm","OHX24CTC_OHXDEN_J","OHX24CTC_OHXDEN"
"2125","K","Primary tooth with a dental carious surface condition",1,"1328",NA,"OHX24CTC","OHXDEN_I.htm","OHX24CTC_OHXDEN_K","OHX24CTC_OHXDEN"
"2126","M","Missing due to other causes",13,"1341",NA,"OHX24CTC","OHXDEN_I.htm","OHX24CTC_OHXDEN_M","OHX24CTC_OHXDEN"
"2127","P","Missing due to dental disease but replaced by a removable restoration",413,"1754",NA,"OHX24CTC","OHXDEN_I.htm","OHX24CTC_OHXDEN_P","OHX24CTC_OHXDEN"
"2128","Q","Missing due to other causes but replaced by a removable restoration",22,"1776",NA,"OHX24CTC","OHXDEN_I.htm","OHX24CTC_OHXDEN_Q","OHX24CTC_OHXDEN"
"2129","R","Missing due to dental disease but replaced by a fixed restoration",41,"1817",NA,"OHX24CTC","OHXDEN_I.htm","OHX24CTC_OHXDEN_R","OHX24CTC_OHXDEN"
"2130","S","Sound permanent tooth",6963,"8780",NA,"OHX24CTC","OHXDEN_I.htm","OHX24CTC_OHXDEN_S","OHX24CTC_OHXDEN"
"2131","T","Permanent root tip is present but a restorative replacement is present",2,"8782",NA,"OHX24CTC","OHXDEN_I.htm","OHX24CTC_OHXDEN_T","OHX24CTC_OHXDEN"
"2132","U","Unerupted",11,"8793",NA,"OHX24CTC","OHXDEN_I.htm","OHX24CTC_OHXDEN_U","OHX24CTC_OHXDEN"
"2133","X","Missing due to other causes but replaced by a fixed restoration",3,"8796",NA,"OHX24CTC","OHXDEN_I.htm","OHX24CTC_OHXDEN_X","OHX24CTC_OHXDEN"
"2134","Y","Tooth present, condition cannot be assessed",27,"8823",NA,"OHX24CTC","OHXDEN_I.htm","OHX24CTC_OHXDEN_Y","OHX24CTC_OHXDEN"
"2135","Z","Permanent tooth with a dental carious surface condition",35,"8858",NA,"OHX24CTC","OHXDEN_I.htm","OHX24CTC_OHXDEN_Z","OHX24CTC_OHXDEN"
"2136","< blank >","Missing",307,"9165",NA,"OHX24CTC","OHXDEN_I.htm","OHX24CTC_OHXDEN_< blank >","OHX24CTC_OHXDEN"
"2137","A","Primary tooth with a restored surface condition",0,"0",NA,"OHX25CTC","OHXDEN_I.htm","OHX25CTC_OHXDEN_A","OHX25CTC_OHXDEN"
"2138","D","Sound primary tooth",1133,"1133",NA,"OHX25CTC","OHXDEN_I.htm","OHX25CTC_OHXDEN_D","OHX25CTC_OHXDEN"
"2139","E","Missing due to dental disease",122,"1255",NA,"OHX25CTC","OHXDEN_I.htm","OHX25CTC_OHXDEN_E","OHX25CTC_OHXDEN"
"2140","F","Permanent tooth with a restored surface condition",65,"1320",NA,"OHX25CTC","OHXDEN_I.htm","OHX25CTC_OHXDEN_F","OHX25CTC_OHXDEN"
"2141","J","Permanent root tip is present but no restorative replacement is present",15,"1335",NA,"OHX25CTC","OHXDEN_I.htm","OHX25CTC_OHXDEN_J","OHX25CTC_OHXDEN"
"2142","K","Primary tooth with a dental carious surface condition",1,"1336",NA,"OHX25CTC","OHXDEN_I.htm","OHX25CTC_OHXDEN_K","OHX25CTC_OHXDEN"
"2143","M","Missing due to other causes",24,"1360",NA,"OHX25CTC","OHXDEN_I.htm","OHX25CTC_OHXDEN_M","OHX25CTC_OHXDEN"
"2144","P","Missing due to dental disease but replaced by a removable restoration",415,"1775",NA,"OHX25CTC","OHXDEN_I.htm","OHX25CTC_OHXDEN_P","OHX25CTC_OHXDEN"
"2145","Q","Missing due to other causes but replaced by a removable restoration",21,"1796",NA,"OHX25CTC","OHXDEN_I.htm","OHX25CTC_OHXDEN_Q","OHX25CTC_OHXDEN"
"2146","R","Missing due to dental disease but replaced by a fixed restoration",39,"1835",NA,"OHX25CTC","OHXDEN_I.htm","OHX25CTC_OHXDEN_R","OHX25CTC_OHXDEN"
"2147","S","Sound permanent tooth",6950,"8785",NA,"OHX25CTC","OHXDEN_I.htm","OHX25CTC_OHXDEN_S","OHX25CTC_OHXDEN"
"2148","T","Permanent root tip is present but a restorative replacement is present",2,"8787",NA,"OHX25CTC","OHXDEN_I.htm","OHX25CTC_OHXDEN_T","OHX25CTC_OHXDEN"
"2149","U","Unerupted",12,"8799",NA,"OHX25CTC","OHXDEN_I.htm","OHX25CTC_OHXDEN_U","OHX25CTC_OHXDEN"
"2150","X","Missing due to other causes but replaced by a fixed restoration",2,"8801",NA,"OHX25CTC","OHXDEN_I.htm","OHX25CTC_OHXDEN_X","OHX25CTC_OHXDEN"
"2151","Y","Tooth present, condition cannot be assessed",24,"8825",NA,"OHX25CTC","OHXDEN_I.htm","OHX25CTC_OHXDEN_Y","OHX25CTC_OHXDEN"
"2152","Z","Permanent tooth with a dental carious surface condition",33,"8858",NA,"OHX25CTC","OHXDEN_I.htm","OHX25CTC_OHXDEN_Z","OHX25CTC_OHXDEN"
"2153","< blank >","Missing",307,"9165",NA,"OHX25CTC","OHXDEN_I.htm","OHX25CTC_OHXDEN_< blank >","OHX25CTC_OHXDEN"
"2154","A","Primary tooth with a restored surface condition",3,"3",NA,"OHX26CTC","OHXDEN_I.htm","OHX26CTC_OHXDEN_A","OHX26CTC_OHXDEN"
"2155","D","Sound primary tooth",1282,"1285",NA,"OHX26CTC","OHXDEN_I.htm","OHX26CTC_OHXDEN_D","OHX26CTC_OHXDEN"
"2156","E","Missing due to dental disease",96,"1381",NA,"OHX26CTC","OHXDEN_I.htm","OHX26CTC_OHXDEN_E","OHX26CTC_OHXDEN"
"2157","F","Permanent tooth with a restored surface condition",89,"1470",NA,"OHX26CTC","OHXDEN_I.htm","OHX26CTC_OHXDEN_F","OHX26CTC_OHXDEN"
"2158","J","Permanent root tip is present but no restorative replacement is present",20,"1490",NA,"OHX26CTC","OHXDEN_I.htm","OHX26CTC_OHXDEN_J","OHX26CTC_OHXDEN"
"2159","K","Primary tooth with a dental carious surface condition",0,"1490",NA,"OHX26CTC","OHXDEN_I.htm","OHX26CTC_OHXDEN_K","OHX26CTC_OHXDEN"
"2160","M","Missing due to other causes",9,"1499",NA,"OHX26CTC","OHXDEN_I.htm","OHX26CTC_OHXDEN_M","OHX26CTC_OHXDEN"
"2161","P","Missing due to dental disease but replaced by a removable restoration",382,"1881",NA,"OHX26CTC","OHXDEN_I.htm","OHX26CTC_OHXDEN_P","OHX26CTC_OHXDEN"
"2162","Q","Missing due to other causes but replaced by a removable restoration",20,"1901",NA,"OHX26CTC","OHXDEN_I.htm","OHX26CTC_OHXDEN_Q","OHX26CTC_OHXDEN"
"2163","R","Missing due to dental disease but replaced by a fixed restoration",22,"1923",NA,"OHX26CTC","OHXDEN_I.htm","OHX26CTC_OHXDEN_R","OHX26CTC_OHXDEN"
"2164","S","Sound permanent tooth",6763,"8686",NA,"OHX26CTC","OHXDEN_I.htm","OHX26CTC_OHXDEN_S","OHX26CTC_OHXDEN"
"2165","T","Permanent root tip is present but a restorative replacement is present",1,"8687",NA,"OHX26CTC","OHXDEN_I.htm","OHX26CTC_OHXDEN_T","OHX26CTC_OHXDEN"
"2166","U","Unerupted",101,"8788",NA,"OHX26CTC","OHXDEN_I.htm","OHX26CTC_OHXDEN_U","OHX26CTC_OHXDEN"
"2167","X","Missing due to other causes but replaced by a fixed restoration",1,"8789",NA,"OHX26CTC","OHXDEN_I.htm","OHX26CTC_OHXDEN_X","OHX26CTC_OHXDEN"
"2168","Y","Tooth present, condition cannot be assessed",28,"8817",NA,"OHX26CTC","OHXDEN_I.htm","OHX26CTC_OHXDEN_Y","OHX26CTC_OHXDEN"
"2169","Z","Permanent tooth with a dental carious surface condition",41,"8858",NA,"OHX26CTC","OHXDEN_I.htm","OHX26CTC_OHXDEN_Z","OHX26CTC_OHXDEN"
"2170","< blank >","Missing",307,"9165",NA,"OHX26CTC","OHXDEN_I.htm","OHX26CTC_OHXDEN_< blank >","OHX26CTC_OHXDEN"
"2171","A","Primary tooth with a restored surface condition",12,"12",NA,"OHX27CTC","OHXDEN_I.htm","OHX27CTC_OHXDEN_A","OHX27CTC_OHXDEN"
"2172","D","Sound primary tooth",1805,"1817",NA,"OHX27CTC","OHXDEN_I.htm","OHX27CTC_OHXDEN_D","OHX27CTC_OHXDEN"
"2173","E","Missing due to dental disease",56,"1873",NA,"OHX27CTC","OHXDEN_I.htm","OHX27CTC_OHXDEN_E","OHX27CTC_OHXDEN"
"2174","F","Permanent tooth with a restored surface condition",147,"2020",NA,"OHX27CTC","OHXDEN_I.htm","OHX27CTC_OHXDEN_F","OHX27CTC_OHXDEN"
"2175","J","Permanent root tip is present but no restorative replacement is present",20,"2040",NA,"OHX27CTC","OHXDEN_I.htm","OHX27CTC_OHXDEN_J","OHX27CTC_OHXDEN"
"2176","K","Primary tooth with a dental carious surface condition",9,"2049",NA,"OHX27CTC","OHXDEN_I.htm","OHX27CTC_OHXDEN_K","OHX27CTC_OHXDEN"
"2177","M","Missing due to other causes",9,"2058",NA,"OHX27CTC","OHXDEN_I.htm","OHX27CTC_OHXDEN_M","OHX27CTC_OHXDEN"
"2178","P","Missing due to dental disease but replaced by a removable restoration",337,"2395",NA,"OHX27CTC","OHXDEN_I.htm","OHX27CTC_OHXDEN_P","OHX27CTC_OHXDEN"
"2179","Q","Missing due to other causes but replaced by a removable restoration",16,"2411",NA,"OHX27CTC","OHXDEN_I.htm","OHX27CTC_OHXDEN_Q","OHX27CTC_OHXDEN"
"2180","R","Missing due to dental disease but replaced by a fixed restoration",9,"2420",NA,"OHX27CTC","OHXDEN_I.htm","OHX27CTC_OHXDEN_R","OHX27CTC_OHXDEN"
"2181","S","Sound permanent tooth",6142,"8562",NA,"OHX27CTC","OHXDEN_I.htm","OHX27CTC_OHXDEN_S","OHX27CTC_OHXDEN"
"2182","T","Permanent root tip is present but a restorative replacement is present",1,"8563",NA,"OHX27CTC","OHXDEN_I.htm","OHX27CTC_OHXDEN_T","OHX27CTC_OHXDEN"
"2183","U","Unerupted",193,"8756",NA,"OHX27CTC","OHXDEN_I.htm","OHX27CTC_OHXDEN_U","OHX27CTC_OHXDEN"
"2184","X","Missing due to other causes but replaced by a fixed restoration",1,"8757",NA,"OHX27CTC","OHXDEN_I.htm","OHX27CTC_OHXDEN_X","OHX27CTC_OHXDEN"
"2185","Y","Tooth present, condition cannot be assessed",27,"8784",NA,"OHX27CTC","OHXDEN_I.htm","OHX27CTC_OHXDEN_Y","OHX27CTC_OHXDEN"
"2186","Z","Permanent tooth with a dental carious surface condition",74,"8858",NA,"OHX27CTC","OHXDEN_I.htm","OHX27CTC_OHXDEN_Z","OHX27CTC_OHXDEN"
"2187","< blank >","Missing",307,"9165",NA,"OHX27CTC","OHXDEN_I.htm","OHX27CTC_OHXDEN_< blank >","OHX27CTC_OHXDEN"
"2188","A","Primary tooth with a restored surface condition",304,"304",NA,"OHX28CTC","OHXDEN_I.htm","OHX28CTC_OHXDEN_A","OHX28CTC_OHXDEN"
"2189","D","Sound primary tooth",1519,"1823",NA,"OHX28CTC","OHXDEN_I.htm","OHX28CTC_OHXDEN_D","OHX28CTC_OHXDEN"
"2190","E","Missing due to dental disease",180,"2003",NA,"OHX28CTC","OHXDEN_I.htm","OHX28CTC_OHXDEN_E","OHX28CTC_OHXDEN"
"2191","F","Permanent tooth with a restored surface condition",630,"2633",NA,"OHX28CTC","OHXDEN_I.htm","OHX28CTC_OHXDEN_F","OHX28CTC_OHXDEN"
"2192","J","Permanent root tip is present but no restorative replacement is present",50,"2683",NA,"OHX28CTC","OHXDEN_I.htm","OHX28CTC_OHXDEN_J","OHX28CTC_OHXDEN"
"2193","K","Primary tooth with a dental carious surface condition",62,"2745",NA,"OHX28CTC","OHXDEN_I.htm","OHX28CTC_OHXDEN_K","OHX28CTC_OHXDEN"
"2194","M","Missing due to other causes",230,"2975",NA,"OHX28CTC","OHXDEN_I.htm","OHX28CTC_OHXDEN_M","OHX28CTC_OHXDEN"
"2195","P","Missing due to dental disease but replaced by a removable restoration",387,"3362",NA,"OHX28CTC","OHXDEN_I.htm","OHX28CTC_OHXDEN_P","OHX28CTC_OHXDEN"
"2196","Q","Missing due to other causes but replaced by a removable restoration",14,"3376",NA,"OHX28CTC","OHXDEN_I.htm","OHX28CTC_OHXDEN_Q","OHX28CTC_OHXDEN"
"2197","R","Missing due to dental disease but replaced by a fixed restoration",20,"3396",NA,"OHX28CTC","OHXDEN_I.htm","OHX28CTC_OHXDEN_R","OHX28CTC_OHXDEN"
"2198","S","Sound permanent tooth",5228,"8624",NA,"OHX28CTC","OHXDEN_I.htm","OHX28CTC_OHXDEN_S","OHX28CTC_OHXDEN"
"2199","T","Permanent root tip is present but a restorative replacement is present",0,"8624",NA,"OHX28CTC","OHXDEN_I.htm","OHX28CTC_OHXDEN_T","OHX28CTC_OHXDEN"
"2200","U","Unerupted",149,"8773",NA,"OHX28CTC","OHXDEN_I.htm","OHX28CTC_OHXDEN_U","OHX28CTC_OHXDEN"
"2201","X","Missing due to other causes but replaced by a fixed restoration",0,"8773",NA,"OHX28CTC","OHXDEN_I.htm","OHX28CTC_OHXDEN_X","OHX28CTC_OHXDEN"
"2202","Y","Tooth present, condition cannot be assessed",7,"8780",NA,"OHX28CTC","OHXDEN_I.htm","OHX28CTC_OHXDEN_Y","OHX28CTC_OHXDEN"
"2203","Z","Permanent tooth with a dental carious surface condition",78,"8858",NA,"OHX28CTC","OHXDEN_I.htm","OHX28CTC_OHXDEN_Z","OHX28CTC_OHXDEN"
"2204","< blank >","Missing",307,"9165",NA,"OHX28CTC","OHXDEN_I.htm","OHX28CTC_OHXDEN_< blank >","OHX28CTC_OHXDEN"
"2205","A","Primary tooth with a restored surface condition",409,"409",NA,"OHX29CTC","OHXDEN_I.htm","OHX29CTC_OHXDEN_A","OHX29CTC_OHXDEN"
"2206","D","Sound primary tooth",1382,"1791",NA,"OHX29CTC","OHXDEN_I.htm","OHX29CTC_OHXDEN_D","OHX29CTC_OHXDEN"
"2207","E","Missing due to dental disease",392,"2183",NA,"OHX29CTC","OHXDEN_I.htm","OHX29CTC_OHXDEN_E","OHX29CTC_OHXDEN"
"2208","F","Permanent tooth with a restored surface condition",1248,"3431",NA,"OHX29CTC","OHXDEN_I.htm","OHX29CTC_OHXDEN_F","OHX29CTC_OHXDEN"
"2209","J","Permanent root tip is present but no restorative replacement is present",66,"3497",NA,"OHX29CTC","OHXDEN_I.htm","OHX29CTC_OHXDEN_J","OHX29CTC_OHXDEN"
"2210","K","Primary tooth with a dental carious surface condition",90,"3587",NA,"OHX29CTC","OHXDEN_I.htm","OHX29CTC_OHXDEN_K","OHX29CTC_OHXDEN"
"2211","M","Missing due to other causes",13,"3600",NA,"OHX29CTC","OHXDEN_I.htm","OHX29CTC_OHXDEN_M","OHX29CTC_OHXDEN"
"2212","P","Missing due to dental disease but replaced by a removable restoration",474,"4074",NA,"OHX29CTC","OHXDEN_I.htm","OHX29CTC_OHXDEN_P","OHX29CTC_OHXDEN"
"2213","Q","Missing due to other causes but replaced by a removable restoration",16,"4090",NA,"OHX29CTC","OHXDEN_I.htm","OHX29CTC_OHXDEN_Q","OHX29CTC_OHXDEN"
"2214","R","Missing due to dental disease but replaced by a fixed restoration",42,"4132",NA,"OHX29CTC","OHXDEN_I.htm","OHX29CTC_OHXDEN_R","OHX29CTC_OHXDEN"
"2215","S","Sound permanent tooth",4267,"8399",NA,"OHX29CTC","OHXDEN_I.htm","OHX29CTC_OHXDEN_S","OHX29CTC_OHXDEN"
"2216","T","Permanent root tip is present but a restorative replacement is present",1,"8400",NA,"OHX29CTC","OHXDEN_I.htm","OHX29CTC_OHXDEN_T","OHX29CTC_OHXDEN"
"2217","U","Unerupted",356,"8756",NA,"OHX29CTC","OHXDEN_I.htm","OHX29CTC_OHXDEN_U","OHX29CTC_OHXDEN"
"2218","X","Missing due to other causes but replaced by a fixed restoration",4,"8760",NA,"OHX29CTC","OHXDEN_I.htm","OHX29CTC_OHXDEN_X","OHX29CTC_OHXDEN"
"2219","Y","Tooth present, condition cannot be assessed",8,"8768",NA,"OHX29CTC","OHXDEN_I.htm","OHX29CTC_OHXDEN_Y","OHX29CTC_OHXDEN"
"2220","Z","Permanent tooth with a dental carious surface condition",90,"8858",NA,"OHX29CTC","OHXDEN_I.htm","OHX29CTC_OHXDEN_Z","OHX29CTC_OHXDEN"
"2221","< blank >","Missing",307,"9165",NA,"OHX29CTC","OHXDEN_I.htm","OHX29CTC_OHXDEN_< blank >","OHX29CTC_OHXDEN"
"2222","A","Primary tooth with a restored surface condition",0,"0",NA,"OHX30CTC","OHXDEN_I.htm","OHX30CTC_OHXDEN_A","OHX30CTC_OHXDEN"
"2223","D","Sound primary tooth",0,"0",NA,"OHX30CTC","OHXDEN_I.htm","OHX30CTC_OHXDEN_D","OHX30CTC_OHXDEN"
"2224","E","Missing due to dental disease",1038,"1038",NA,"OHX30CTC","OHXDEN_I.htm","OHX30CTC_OHXDEN_E","OHX30CTC_OHXDEN"
"2225","F","Permanent tooth with a restored surface condition",2489,"3527",NA,"OHX30CTC","OHXDEN_I.htm","OHX30CTC_OHXDEN_F","OHX30CTC_OHXDEN"
"2226","J","Permanent root tip is present but no restorative replacement is present",82,"3609",NA,"OHX30CTC","OHXDEN_I.htm","OHX30CTC_OHXDEN_J","OHX30CTC_OHXDEN"
"2227","K","Primary tooth with a dental carious surface condition",0,"3609",NA,"OHX30CTC","OHXDEN_I.htm","OHX30CTC_OHXDEN_K","OHX30CTC_OHXDEN"
"2228","M","Missing due to other causes",6,"3615",NA,"OHX30CTC","OHXDEN_I.htm","OHX30CTC_OHXDEN_M","OHX30CTC_OHXDEN"
"2229","P","Missing due to dental disease but replaced by a removable restoration",550,"4165",NA,"OHX30CTC","OHXDEN_I.htm","OHX30CTC_OHXDEN_P","OHX30CTC_OHXDEN"
"2230","Q","Missing due to other causes but replaced by a removable restoration",16,"4181",NA,"OHX30CTC","OHXDEN_I.htm","OHX30CTC_OHXDEN_Q","OHX30CTC_OHXDEN"
"2231","R","Missing due to dental disease but replaced by a fixed restoration",135,"4316",NA,"OHX30CTC","OHXDEN_I.htm","OHX30CTC_OHXDEN_R","OHX30CTC_OHXDEN"
"2232","S","Sound permanent tooth",3114,"7430",NA,"OHX30CTC","OHXDEN_I.htm","OHX30CTC_OHXDEN_S","OHX30CTC_OHXDEN"
"2233","T","Permanent root tip is present but a restorative replacement is present",0,"7430",NA,"OHX30CTC","OHXDEN_I.htm","OHX30CTC_OHXDEN_T","OHX30CTC_OHXDEN"
"2234","U","Unerupted",1160,"8590",NA,"OHX30CTC","OHXDEN_I.htm","OHX30CTC_OHXDEN_U","OHX30CTC_OHXDEN"
"2235","X","Missing due to other causes but replaced by a fixed restoration",2,"8592",NA,"OHX30CTC","OHXDEN_I.htm","OHX30CTC_OHXDEN_X","OHX30CTC_OHXDEN"
"2236","Y","Tooth present, condition cannot be assessed",10,"8602",NA,"OHX30CTC","OHXDEN_I.htm","OHX30CTC_OHXDEN_Y","OHX30CTC_OHXDEN"
"2237","Z","Permanent tooth with a dental carious surface condition",256,"8858",NA,"OHX30CTC","OHXDEN_I.htm","OHX30CTC_OHXDEN_Z","OHX30CTC_OHXDEN"
"2238","< blank >","Missing",307,"9165",NA,"OHX30CTC","OHXDEN_I.htm","OHX30CTC_OHXDEN_< blank >","OHX30CTC_OHXDEN"
"2239","A","Primary tooth with a restored surface condition",0,"0",NA,"OHX31CTC","OHXDEN_I.htm","OHX31CTC_OHXDEN_A","OHX31CTC_OHXDEN"
"2240","D","Sound primary tooth",0,"0",NA,"OHX31CTC","OHXDEN_I.htm","OHX31CTC_OHXDEN_D","OHX31CTC_OHXDEN"
"2241","E","Missing due to dental disease",960,"960",NA,"OHX31CTC","OHXDEN_I.htm","OHX31CTC_OHXDEN_E","OHX31CTC_OHXDEN"
"2242","F","Permanent tooth with a restored surface condition",2150,"3110",NA,"OHX31CTC","OHXDEN_I.htm","OHX31CTC_OHXDEN_F","OHX31CTC_OHXDEN"
"2243","J","Permanent root tip is present but no restorative replacement is present",63,"3173",NA,"OHX31CTC","OHXDEN_I.htm","OHX31CTC_OHXDEN_J","OHX31CTC_OHXDEN"
"2244","K","Primary tooth with a dental carious surface condition",0,"3173",NA,"OHX31CTC","OHXDEN_I.htm","OHX31CTC_OHXDEN_K","OHX31CTC_OHXDEN"
"2245","M","Missing due to other causes",8,"3181",NA,"OHX31CTC","OHXDEN_I.htm","OHX31CTC_OHXDEN_M","OHX31CTC_OHXDEN"
"2246","P","Missing due to dental disease but replaced by a removable restoration",517,"3698",NA,"OHX31CTC","OHXDEN_I.htm","OHX31CTC_OHXDEN_P","OHX31CTC_OHXDEN"
"2247","Q","Missing due to other causes but replaced by a removable restoration",16,"3714",NA,"OHX31CTC","OHXDEN_I.htm","OHX31CTC_OHXDEN_Q","OHX31CTC_OHXDEN"
"2248","R","Missing due to dental disease but replaced by a fixed restoration",36,"3750",NA,"OHX31CTC","OHXDEN_I.htm","OHX31CTC_OHXDEN_R","OHX31CTC_OHXDEN"
"2249","S","Sound permanent tooth",2522,"6272",NA,"OHX31CTC","OHXDEN_I.htm","OHX31CTC_OHXDEN_S","OHX31CTC_OHXDEN"
"2250","T","Permanent root tip is present but a restorative replacement is present",1,"6273",NA,"OHX31CTC","OHXDEN_I.htm","OHX31CTC_OHXDEN_T","OHX31CTC_OHXDEN"
"2251","U","Unerupted",2290,"8563",NA,"OHX31CTC","OHXDEN_I.htm","OHX31CTC_OHXDEN_U","OHX31CTC_OHXDEN"
"2252","X","Missing due to other causes but replaced by a fixed restoration",1,"8564",NA,"OHX31CTC","OHXDEN_I.htm","OHX31CTC_OHXDEN_X","OHX31CTC_OHXDEN"
"2253","Y","Tooth present, condition cannot be assessed",26,"8590",NA,"OHX31CTC","OHXDEN_I.htm","OHX31CTC_OHXDEN_Y","OHX31CTC_OHXDEN"
"2254","Z","Permanent tooth with a dental carious surface condition",268,"8858",NA,"OHX31CTC","OHXDEN_I.htm","OHX31CTC_OHXDEN_Z","OHX31CTC_OHXDEN"
"2255","< blank >","Missing",307,"9165",NA,"OHX31CTC","OHXDEN_I.htm","OHX31CTC_OHXDEN_< blank >","OHX31CTC_OHXDEN"
"2256","Coronal Caries:  Surface condition #2","Value was recorded",757,"757",NA,"OHX02CSC","OHXDEN_I.htm","OHX02CSC_OHXDEN_Coronal Caries:  Surface condition #2","OHX02CSC_OHXDEN"
"2257","0","Lingual AMALGAM restoration",7,"764",NA,"OHX02CSC","OHXDEN_I.htm","OHX02CSC_OHXDEN_0","OHX02CSC_OHXDEN"
"2258","1","Occlusal AMALGAM restoration",614,"1378",NA,"OHX02CSC","OHXDEN_I.htm","OHX02CSC_OHXDEN_1","OHX02CSC_OHXDEN"
"2259","2","Facial AMALGAM restoration",2,"1380",NA,"OHX02CSC","OHXDEN_I.htm","OHX02CSC_OHXDEN_2","OHX02CSC_OHXDEN"
"2260","3","Mesial AMALGAM restoration",0,"1380",NA,"OHX02CSC","OHXDEN_I.htm","OHX02CSC_OHXDEN_3","OHX02CSC_OHXDEN"
"2261","4","Distal AMALGAM restoration",0,"1380",NA,"OHX02CSC","OHXDEN_I.htm","OHX02CSC_OHXDEN_4","OHX02CSC_OHXDEN"
"2262","5","Lingual OTHER restoration",1,"1381",NA,"OHX02CSC","OHXDEN_I.htm","OHX02CSC_OHXDEN_5","OHX02CSC_OHXDEN"
"2263","6","Occlusal OTHER restoration",324,"1705",NA,"OHX02CSC","OHXDEN_I.htm","OHX02CSC_OHXDEN_6","OHX02CSC_OHXDEN"
"2264","7","Facial OTHER restoration",0,"1705",NA,"OHX02CSC","OHXDEN_I.htm","OHX02CSC_OHXDEN_7","OHX02CSC_OHXDEN"
"2265","8","Mesial OTHER restoration",0,"1705",NA,"OHX02CSC","OHXDEN_I.htm","OHX02CSC_OHXDEN_8","OHX02CSC_OHXDEN"
"2266","9","Distal OTHER restoration",0,"1705",NA,"OHX02CSC","OHXDEN_I.htm","OHX02CSC_OHXDEN_9","OHX02CSC_OHXDEN"
"2267","-1","Crown (non-specific full-coverage restoration)",259,"1964",NA,"OHX02CSC","OHXDEN_I.htm","OHX02CSC_OHXDEN_-1","OHX02CSC_OHXDEN"
"2268","-4","Lingual caries",6,"1970",NA,"OHX02CSC","OHXDEN_I.htm","OHX02CSC_OHXDEN_-4","OHX02CSC_OHXDEN"
"2269","-5","Occlusal caries",134,"2104",NA,"OHX02CSC","OHXDEN_I.htm","OHX02CSC_OHXDEN_-5","OHX02CSC_OHXDEN"
"2270","-6","Facial caries",7,"2111",NA,"OHX02CSC","OHXDEN_I.htm","OHX02CSC_OHXDEN_-6","OHX02CSC_OHXDEN"
"2271","-7","Mesial caries",7,"2118",NA,"OHX02CSC","OHXDEN_I.htm","OHX02CSC_OHXDEN_-7","OHX02CSC_OHXDEN"
"2272","-8","Distal caries",9,"2127",NA,"OHX02CSC","OHXDEN_I.htm","OHX02CSC_OHXDEN_-8","OHX02CSC_OHXDEN"
"2273","< blank >","Missing",7038,"9165",NA,"OHX02CSC","OHXDEN_I.htm","OHX02CSC_OHXDEN_< blank >","OHX02CSC_OHXDEN"
"2274","Coronal Caries:  Surface condition #3","Value was recorded",1306,"1306",NA,"OHX03CSC","OHXDEN_I.htm","OHX03CSC_OHXDEN_Coronal Caries:  Surface condition #3","OHX03CSC_OHXDEN"
"2275","0","Lingual AMALGAM restoration",23,"1329",NA,"OHX03CSC","OHXDEN_I.htm","OHX03CSC_OHXDEN_0","OHX03CSC_OHXDEN"
"2276","1","Occlusal AMALGAM restoration",382,"1711",NA,"OHX03CSC","OHXDEN_I.htm","OHX03CSC_OHXDEN_1","OHX03CSC_OHXDEN"
"2277","2","Facial AMALGAM restoration",1,"1712",NA,"OHX03CSC","OHXDEN_I.htm","OHX03CSC_OHXDEN_2","OHX03CSC_OHXDEN"
"2278","3","Mesial AMALGAM restoration",2,"1714",NA,"OHX03CSC","OHXDEN_I.htm","OHX03CSC_OHXDEN_3","OHX03CSC_OHXDEN"
"2279","4","Distal AMALGAM restoration",0,"1714",NA,"OHX03CSC","OHXDEN_I.htm","OHX03CSC_OHXDEN_4","OHX03CSC_OHXDEN"
